,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
fS35a,98.096985,98.645737,98.644806,98.594635,98.627075,98.766663,96.766457,98.627151,97.262482,97.242706,98.775879,98.648949,99.095818,98.633118,98.651146,98.6436,98.77607,98.748383,99.00058,96.806038,96.719017,98.186096,98.118057,98.125595,99.056297,98.371719,98.221863,97.230507,99.071686,98.136894,97.509354,98.08432,97.279396,98.085602,96.776436,97.484657,98.119492,97.240433,96.765015,97.512604,97.482933,98.172539,98.227692,98.638123,98.186752,98.18222,96.69458,98.161423,98.881439,96.785339,98.310654,98.348373,97.520889,96.764618,98.992111,98.919312,96.735901,96.746506,98.898041,98.883156,98.883621,98.083412,98.997734,98.343887,97.499992,98.895294,96.76754,97.540741,96.780838,96.716019,98.583435,98.56752,98.078323,96.714905,98.058456,98.336967,99.102638,97.496132,98.191849,99.085281,98.685791,98.452141,98.830734,97.990387,97.147583,99.82933,98.191109,96.782639,96.752975,98.196022,98.182053,98.679497,98.822861,98.819824,98.501595,97.10556,97.156258,97.429016,99.751923,96.769577,97.439438,98.044174,97.363464,97.546013,97.428223,98.159836,98.952217,97.433701,97.985321,98.033447,98.06266,99.697144,98.943321,98.486801,98.470444,98.101715,98.758835,98.767418,98.111252,98.098557,98.118591,98.465416,98.491867,98.960342,98.143692,98.045837,98.474899,98.05249,100.0,97.441971,97.420662,97.411926,99.77552,97.41037,98.050888,98.108902,98.138748,98.025978,98.108871,97.439545,97.434433,97.434067,98.910034,98.010841,98.141983,98.134682,97.410011,98.105316,98.496971,98.126396,96.779015,98.031631,96.804108,96.81884,96.768471,97.427094,98.494484,97.402054,97.394394
fS37a,97.175865,97.203621,97.197693,97.130791,97.14859,97.030258,96.672798,97.175507,97.419815,97.417831,97.07045,97.164322,97.1418,97.18219,97.181618,97.157616,97.042007,97.019196,97.073669,96.709961,96.663528,97.09613,97.196396,97.175461,97.096947,97.158646,97.135208,97.556541,97.138535,97.188965,99.385605,97.14035,97.836205,97.141388,96.666672,99.386337,97.197319,97.539749,96.725311,99.402802,99.362183,97.205765,97.198898,97.177261,97.18837,97.220428,96.699501,97.213135,97.186935,96.666382,96.970863,97.15097,99.366989,96.685684,97.030411,97.182976,96.642303,96.689232,97.182312,97.167694,97.198006,97.157288,97.043137,97.060379,99.35643,97.21048,96.73317,99.374557,96.831627,96.678528,97.195107,97.189934,97.155838,96.710144,97.155113,97.153214,97.184692,99.352203,97.206192,97.145676,97.153961,97.185974,97.204887,97.130386,97.510994,97.486099,97.214165,96.736298,96.711845,97.199814,97.167892,97.151253,97.194473,97.20565,97.127739,97.598618,97.186203,99.998138,97.440941,96.682816,99.994408,97.173019,97.485657,99.552368,99.998299,97.207184,97.17009,99.9972,97.105133,97.113632,97.057312,97.370522,97.182495,97.12571,97.092064,97.136337,97.064774,97.053146,97.113243,97.055229,97.116821,97.148544,97.141502,97.196686,97.138931,97.23848,97.159241,97.055954,97.441971,100.0,99.993393,99.997192,97.483017,99.996689,97.093674,97.161385,97.17025,97.245911,97.089371,99.996979,99.996109,99.996552,97.170525,97.114647,97.14563,97.181122,99.997597,97.152344,97.135376,97.115829,96.765152,97.227394,96.674057,96.688675,96.697281,99.997269,97.13092,99.994629,99.99559
fS39a,97.195511,97.193542,97.170624,97.13829,97.167442,97.055603,96.657227,97.175674,97.414612,97.403175,97.059242,97.16227,97.134438,97.185097,97.187134,97.156265,97.041595,97.011688,97.074371,96.734123,96.646492,97.10376,97.200516,97.19281,97.092529,97.149124,97.12912,97.514359,97.132996,97.198776,99.374573,97.116333,97.854408,97.130936,96.677345,99.38176,97.209106,97.517525,96.7005,99.384903,99.359711,97.17186,97.187386,97.165787,97.207413,97.196609,96.713905,97.191925,97.208405,96.66333,96.988037,97.157158,99.364265,96.663399,97.023582,97.183578,96.643616,96.682907,97.205261,97.166168,97.208649,97.109726,97.034363,97.017868,99.36676,97.218193,96.710541,99.353592,96.798668,96.680206,97.171097,97.206482,97.132774,96.709068,97.116081,97.161728,97.177414,99.351852,97.197479,97.134735,97.142029,97.127319,97.19838,97.133171,97.465271,97.464058,97.213799,96.71138,96.711121,97.1698,97.186523,97.146408,97.172409,97.191917,97.13092,97.592865,97.207832,99.996971,97.452637,96.691528,99.992973,97.135185,97.473015,99.551094,99.997894,97.18898,97.173058,99.995819,97.090462,97.104546,97.051483,97.394211,97.176758,97.160645,97.13076,97.146835,97.059189,97.059235,97.093704,97.068237,97.126633,97.117271,97.133682,97.198288,97.156487,97.253983,97.182465,97.101868,97.420662,99.993393,100.0,99.998047,97.501129,99.996277,97.104507,97.181046,97.157501,97.252838,97.113152,99.996017,99.998413,99.996017,97.187042,97.119324,97.158112,97.175323,99.994385,97.169403,97.154442,97.155464,96.78894,97.212296,96.701645,96.713715,96.704506,99.995544,97.156868,99.996765,99.994354
fS41a,97.160484,97.221512,97.204742,97.153778,97.158966,97.077675,96.658577,97.158585,97.399216,97.39045,97.072754,97.163322,97.133026,97.177505,97.191666,97.166321,97.049393,97.024155,97.08947,96.703613,96.638634,97.07579,97.181259,97.160187,97.070892,97.149536,97.131393,97.518219,97.119354,97.189705,99.379883,97.109238,97.845886,97.113487,96.659035,99.379135,97.182922,97.513977,96.694893,99.379517,99.366486,97.174194,97.16423,97.183479,97.188354,97.145126,96.675034,97.174652,97.169891,96.656487,96.968246,97.137985,99.342224,96.633484,97.040421,97.14949,96.653618,96.663651,97.182137,97.149063,97.190521,97.105286,97.052544,97.025955,99.376114,97.182434,96.651871,99.355637,96.793488,96.64489,97.168671,97.174522,97.111206,96.676895,97.103477,97.145035,97.157318,99.35775,97.181992,97.124214,97.161652,97.091408,97.175484,97.134583,97.467712,97.475021,97.164856,96.701416,96.707535,97.178764,97.178947,97.155487,97.172302,97.179398,97.104919,97.583878,97.188828,99.99807,97.463669,96.664703,99.995163,97.12085,97.444458,99.560654,99.993996,97.199142,97.126511,99.996277,97.091537,97.084763,97.060112,97.385803,97.16478,97.11911,97.092377,97.093842,97.062775,97.048782,97.079391,97.05883,97.1343,97.113785,97.121979,97.184662,97.147644,97.223328,97.176041,97.088036,97.411926,99.997192,99.998047,100.0,97.495819,99.997162,97.073746,97.162079,97.145409,97.252884,97.107857,99.997726,99.997589,99.996933,97.174706,97.10437,97.14566,97.178146,99.994308,97.155319,97.125343,97.123779,96.753784,97.238144,96.686569,96.676987,96.702637,99.995911,97.140762,99.996025,99.99794
fS42a,98.175461,98.696678,98.674767,98.622711,98.680832,98.74192,96.691162,98.645615,97.17408,97.16745,98.772675,98.678284,99.053452,98.678894,98.669067,98.666962,98.766808,98.736572,99.008392,96.716751,96.710152,98.186737,98.141235,98.154419,99.087341,98.443161,98.223099,97.219284,99.088104,98.165932,97.484482,98.082703,97.360687,98.105194,96.671936,97.478119,98.146423,97.159531,96.632339,97.483269,97.51577,98.220749,98.231247,98.661583,98.205406,98.214088,96.607178,98.172409,98.96106,96.638596,98.489304,98.480591,97.489929,96.702934,98.983215,98.936859,96.713028,96.718796,98.946815,98.932037,98.939827,98.106712,98.969177,98.514709,97.477036,98.96537,96.629181,97.513016,96.703262,96.675262,98.677475,98.665253,98.10611,96.615509,98.082504,98.447014,99.101669,97.475418,98.236473,99.027733,98.706024,98.482491,98.854004,98.055611,97.214729,99.887367,98.226227,96.644104,96.666687,98.232094,98.219574,98.716858,98.838249,98.872879,98.589661,97.195343,97.075668,97.486618,99.978821,96.655083,97.496979,98.069801,97.339188,97.52681,97.483994,98.167511,99.005135,97.495613,98.045074,98.09111,98.090439,99.745926,99.000946,98.601257,98.594833,98.075439,98.761589,98.726234,98.055977,98.088654,98.070938,98.566795,98.56395,99.092148,98.158524,98.119797,98.59317,98.08313,99.77552,97.483017,97.501129,97.495819,100.0,97.512421,98.063248,98.14447,98.155609,98.086662,98.088608,97.503929,97.518097,97.514748,98.985489,98.06633,98.133728,98.163574,97.479324,98.162941,98.567505,98.145691,96.715973,98.105789,96.689423,96.689453,96.770668,97.482094,98.555702,97.458679,97.523758
fS46a,97.201569,97.187668,97.174652,97.145233,97.172279,97.037743,96.651131,97.166199,97.415573,97.399048,97.066986,97.17691,97.141327,97.191589,97.192589,97.157822,97.04789,97.013123,97.11367,96.708038,96.671234,97.098373,97.178802,97.165802,97.102295,97.181625,97.133591,97.530853,97.141296,97.182922,99.394173,97.139832,97.879486,97.147659,96.686752,99.37027,97.174255,97.515572,96.71933,99.398407,99.36438,97.189438,97.200745,97.182877,97.164383,97.186691,96.71283,97.223198,97.193085,96.688721,96.994263,97.163544,99.387863,96.659836,97.040222,97.170776,96.667427,96.668335,97.190041,97.151733,97.205856,97.163986,97.069023,97.04245,99.347572,97.20179,96.711418,99.363068,96.824554,96.664185,97.18457,97.207428,97.165909,96.70755,97.154297,97.161171,97.21434,99.380585,97.187683,97.148254,97.170547,97.133026,97.199089,97.171677,97.469513,97.508636,97.190681,96.742523,96.750565,97.176208,97.173538,97.142075,97.177307,97.189468,97.113403,97.627556,97.198387,99.996292,97.448669,96.692703,99.994194,97.153526,97.472214,99.554482,99.996063,97.185379,97.147842,99.997894,97.100494,97.113327,97.096794,97.378326,97.170898,97.138367,97.086258,97.083206,97.048096,97.036751,97.076164,97.043388,97.09742,97.137039,97.142273,97.178696,97.164246,97.23671,97.157745,97.099869,97.41037,99.996689,99.996277,99.997162,97.512421,100.0,97.086639,97.174973,97.182465,97.282104,97.077576,99.99678,99.996628,99.994064,97.168869,97.1371,97.176147,97.192276,99.99614,97.163849,97.132095,97.144524,96.785034,97.250298,96.701477,96.72113,96.71682,99.994164,97.143417,99.99733,99.993591
fS4a,98.884819,98.428925,98.409714,98.376953,98.386063,98.164062,96.53656,98.385361,97.002876,96.974594,98.146744,98.399368,98.336174,98.414238,98.380737,98.371475,98.145515,98.142067,98.231369,96.647705,96.626221,99.02459,99.010315,99.006134,98.272781,98.237839,99.023544,97.179352,98.304237,99.050011,97.086594,99.973328,97.027679,99.945168,96.669815,97.111816,99.018997,97.159363,96.614273,97.117081,97.131332,99.04232,99.070587,98.375427,99.062065,99.059296,96.705063,99.048965,98.396301,96.666672,98.00119,98.116806,97.108688,96.646698,98.187462,98.357193,96.666702,96.6548,98.367828,98.346832,98.322403,99.952469,98.170578,98.054123,97.080917,98.406464,96.600151,97.116859,96.55452,96.644058,98.368912,98.381058,99.943283,96.622383,99.932381,98.230034,98.348068,97.080765,99.039055,98.300323,98.406517,98.307281,98.377441,98.859741,97.105598,98.055786,99.072235,96.670349,96.720474,99.04731,99.020523,98.440529,98.365158,98.371384,98.292244,96.898003,96.889877,97.098709,98.003265,96.675446,97.110657,99.004173,97.064705,97.142349,97.078224,99.04039,98.102486,97.11203,98.981995,99.976135,99.963882,97.999123,98.10347,98.265823,98.295883,99.015144,98.109467,98.118347,98.996964,98.982979,98.993767,98.278366,98.283249,98.279625,98.829285,98.913918,98.282997,99.961105,98.050888,97.093674,97.104507,97.073746,98.063248,97.086639,100.0,98.829468,98.834763,98.99202,98.993622,97.113274,97.125092,97.12487,98.048508,99.964493,98.825516,98.852798,97.060799,98.791443,98.303497,98.802078,96.725647,98.979408,96.681473,96.717148,96.676712,97.125092,98.299728,97.119774,97.084564
fS50a,99.643661,98.405396,98.37262,98.351868,98.343994,98.18058,96.627777,98.348358,97.125168,97.099754,98.138039,98.367538,98.28067,98.370682,98.378487,98.365234,98.17868,98.14489,98.377045,96.722481,96.704376,99.471252,98.937675,98.958488,98.342926,98.2845,99.482941,97.198273,98.383621,99.029732,97.29126,98.900932,97.102478,98.891373,96.736603,97.271881,98.94162,97.18396,96.801285,97.281448,97.250046,99.469727,99.495819,98.34198,99.488991,99.492218,96.838867,98.988068,98.474831,96.769714,98.099121,98.258247,97.285187,96.68811,98.347137,98.486664,96.744888,96.737694,98.483597,98.476227,98.475304,98.889282,98.341095,98.116638,97.203766,98.44812,96.780701,97.265533,96.668961,96.759552,98.345169,98.333527,98.893127,96.791656,98.867485,98.278343,98.290215,97.242508,99.46521,98.266678,98.392815,98.329315,98.343704,98.726471,97.154579,98.165771,99.476181,96.818062,96.806358,99.487198,99.457977,98.340431,98.341103,98.339287,98.331268,96.934189,96.996109,97.177437,98.144424,96.742706,97.182571,99.005211,97.197678,97.244217,97.180161,99.032112,98.12664,97.180847,98.911652,98.892853,98.847855,98.089645,98.146454,98.334824,98.328926,98.99147,98.191338,98.199265,98.965889,98.992249,99.014481,98.342972,98.323372,98.297272,99.993225,98.928307,98.336441,98.850891,98.108902,97.161385,97.181046,97.162079,98.14447,97.174973,98.829468,100.0,99.997208,99.537567,99.006516,97.199463,97.164513,97.184624,98.139984,98.874161,99.993591,99.996071,97.170578,99.995346,98.338348,99.990578,96.72554,99.545479,96.856377,96.834007,96.729416,97.190529,98.33342,97.181007,97.168472
fS54a,99.60881,98.407883,98.376678,98.36586,98.356644,98.175659,96.6035,98.336487,97.11451,97.106873,98.154266,98.378639,98.30867,98.378174,98.351456,98.37616,98.159439,98.132156,98.342514,96.747482,96.729767,99.467896,98.944458,98.965416,98.351112,98.295517,99.487587,97.203522,98.361557,99.042053,97.276436,98.938599,97.081345,98.901642,96.748779,97.256989,98.94519,97.228859,96.779152,97.263458,97.239319,99.479111,99.495064,98.357185,99.461395,99.459869,96.845047,98.981308,98.517471,96.769424,98.026062,98.272575,97.258453,96.69783,98.32225,98.488708,96.712814,96.704697,98.49472,98.481331,98.4888,98.891281,98.321701,98.099556,97.19297,98.484467,96.756027,97.274612,96.669441,96.776199,98.348785,98.339462,98.883469,96.77739,98.881332,98.27916,98.297943,97.214745,99.444214,98.289154,98.416672,98.325272,98.338493,98.774666,97.17392,98.18058,99.472397,96.79306,96.789856,99.469925,99.450745,98.387817,98.31424,98.329773,98.314781,96.925797,96.930038,97.177811,98.156456,96.727493,97.187935,98.999947,97.207764,97.264992,97.171936,99.043861,98.125618,97.162399,98.908379,98.901337,98.847298,98.086014,98.1185,98.329163,98.287979,99.007278,98.152428,98.177002,98.966927,98.988647,98.986359,98.320862,98.319756,98.275215,99.994949,98.932526,98.344887,98.823547,98.138748,97.17025,97.157501,97.145409,98.155609,97.182465,98.834763,99.997208,100.0,99.508179,98.986839,97.196815,97.152237,97.176277,98.113953,98.877602,99.996407,99.994949,97.157318,99.994171,98.302818,99.993515,96.729317,99.536911,96.858856,96.850021,96.723465,97.179062,98.316971,97.179886,97.16674
fS56a,99.490692,98.354523,98.378342,98.337723,98.353363,98.331543,96.666039,98.331123,97.139877,97.132637,98.316925,98.356506,98.356407,98.344475,98.351486,98.38446,98.336899,98.308823,98.363327,96.800339,96.754425,99.494476,99.045921,99.059341,98.321579,98.269485,99.508553,97.317451,98.314262,99.055481,97.238068,99.009995,97.278664,99.03067,96.802544,97.239052,99.038315,97.263428,96.724464,97.256378,97.228607,99.480972,99.520813,98.34761,99.48642,99.484634,96.695114,98.968811,98.532204,96.735588,98.24939,98.273155,97.25164,96.765564,98.334442,98.532143,96.753113,96.774414,98.551514,98.523003,98.558563,99.023087,98.329254,98.288284,97.248886,98.529312,96.748444,97.254593,96.698639,96.704781,98.320984,98.314209,99.033554,96.719048,99.031204,98.301804,98.295959,97.22406,99.503708,98.355331,98.379059,98.376572,98.371506,98.918304,97.307602,98.085236,99.499153,96.733017,96.755356,99.469116,99.492973,98.353882,98.354889,98.365784,98.367439,97.08905,97.040192,97.280434,98.099686,96.809235,97.25737,99.061981,97.201736,97.334579,97.229805,99.002792,98.204758,97.260681,99.049477,99.020592,99.013893,98.050789,98.233582,98.33416,98.368629,99.084778,98.334152,98.352203,99.080368,99.062508,99.094765,98.341202,98.330124,98.342567,99.508881,99.005447,98.364639,99.039139,98.025978,97.245911,97.252838,97.252884,98.086662,97.282104,98.99202,99.537567,99.508179,100.0,99.072357,97.287193,97.282242,97.273773,98.189941,99.024063,99.521347,99.528091,97.242538,99.494553,98.359451,99.506264,96.793503,99.997803,96.757225,96.729584,96.816803,97.261673,98.362335,97.274025,97.263901
fS58a,98.933868,98.450958,98.429955,98.398788,98.424026,98.289368,96.580681,98.423615,97.072342,97.062035,98.244354,98.410568,98.360352,98.414932,98.404114,98.399872,98.262428,98.223709,98.357574,96.731232,96.679459,99.065887,99.615128,99.594894,98.333542,98.369354,99.056084,97.200722,98.347069,99.612495,97.20311,98.994743,97.121078,99.000191,96.711029,97.221786,99.605682,97.208778,96.676323,97.188339,97.203873,99.055702,99.027954,98.40686,99.043427,99.034241,96.650566,99.063049,98.555466,96.644836,98.176987,98.359131,97.198334,96.740967,98.304077,98.542122,96.771889,96.74379,98.555298,98.521233,98.558464,98.965263,98.31131,98.254761,97.198532,98.544525,96.680115,97.180939,96.610138,96.614182,98.426071,98.433342,98.98053,96.653145,98.970123,98.367325,98.309265,97.196701,99.006943,98.350433,98.392418,98.363663,98.303345,98.992241,97.223282,98.105232,99.029869,96.714447,96.718529,99.003922,99.006561,98.383354,98.343582,98.347237,98.291428,96.999603,97.041916,97.105827,98.108353,96.746147,97.116013,99.003662,97.084824,97.206169,97.122604,99.063248,98.267334,97.108063,99.041763,98.992729,98.998337,98.12822,98.274757,98.293434,98.298012,99.987396,98.237091,98.281937,99.995117,99.994995,99.996994,98.294205,98.276382,98.375275,99.016571,99.604614,98.257263,98.986038,98.108871,97.089371,97.113152,97.107857,98.088608,97.077576,98.993622,99.006516,98.986839,99.072357,100.0,97.087296,97.107971,97.096985,98.270073,98.980751,99.016617,99.037567,97.088211,99.021187,98.307549,99.007141,96.695747,99.105362,96.668335,96.67765,96.712555,97.120438,98.286789,97.087311,97.084946
fS62a,97.184708,97.195381,97.184517,97.130554,97.132217,97.048424,96.662537,97.154778,97.42691,97.425934,97.068375,97.151932,97.174507,97.15123,97.165329,97.147171,97.037697,97.03949,97.122009,96.705322,96.653091,97.080582,97.184532,97.167114,97.102325,97.171257,97.110153,97.543205,97.18161,97.19545,99.406982,97.163895,97.844902,97.178482,96.657806,99.399933,97.18013,97.550415,96.731277,99.419647,99.375427,97.156525,97.171402,97.157028,97.176544,97.170654,96.693237,97.223892,97.196114,96.677124,96.994461,97.154503,99.391693,96.663635,97.070679,97.210709,96.65596,96.697586,97.207855,97.185211,97.214005,97.201706,97.059158,97.056503,99.370346,97.202629,96.732407,99.388779,96.855469,96.672134,97.164963,97.168648,97.176262,96.713463,97.13736,97.154396,97.204971,99.356186,97.181244,97.165192,97.145828,97.168915,97.200211,97.139648,97.49791,97.486748,97.190475,96.723846,96.751968,97.179008,97.152634,97.139603,97.230469,97.202179,97.146721,97.572662,97.222534,99.997681,97.477905,96.687408,99.994583,97.175026,97.503693,99.566284,99.995522,97.205513,97.13768,99.997459,97.129967,97.114914,97.091919,97.396637,97.164146,97.151672,97.118813,97.1166,97.059181,97.064514,97.09758,97.064316,97.123924,97.153732,97.177032,97.171509,97.159859,97.21682,97.189651,97.125977,97.439545,99.996979,99.996017,99.997726,97.503929,99.99678,97.113274,97.199463,97.196815,97.287193,97.087296,100.0,99.995636,99.996689,97.195557,97.104218,97.183838,97.210373,99.99324,97.162415,97.174881,97.150299,96.790962,97.240356,96.686554,96.695992,96.698425,99.996674,97.168076,99.998169,99.995934
fS63b,97.187302,97.189163,97.176743,97.144279,97.129326,97.078964,96.624359,97.177963,97.420105,97.42569,97.074272,97.153107,97.123932,97.169952,97.168617,97.167526,97.052002,97.009254,97.106468,96.705597,96.666512,97.116333,97.213348,97.167252,97.077576,97.181122,97.159653,97.547012,97.143417,97.219513,99.38797,97.160263,97.831573,97.178024,96.670547,99.380539,97.213364,97.529907,96.731201,99.39859,99.36586,97.231743,97.221436,97.159821,97.205093,97.19783,96.722824,97.224319,97.181442,96.682526,97.01059,97.151253,99.358109,96.659851,97.053497,97.180573,96.647095,96.685242,97.168198,97.183517,97.183662,97.189148,97.069115,97.053177,99.365463,97.192963,96.742126,99.361038,96.828362,96.659019,97.171448,97.182358,97.193161,96.731178,97.157455,97.164291,97.194336,99.371155,97.19606,97.134048,97.149521,97.152611,97.202011,97.152008,97.500275,97.477829,97.212662,96.739075,96.748497,97.208771,97.198883,97.149887,97.227074,97.198959,97.124283,97.599625,97.199722,99.997559,97.475334,96.665344,99.994339,97.177673,97.477859,99.549156,99.996422,97.226685,97.135117,99.995483,97.126266,97.12532,97.076996,97.369629,97.169006,97.100555,97.108582,97.107819,97.080704,97.065315,97.081268,97.063995,97.126717,97.124176,97.132378,97.215515,97.1772,97.242729,97.16864,97.133087,97.434433,99.996109,99.998413,99.997589,97.518097,99.996628,97.125092,97.164513,97.152237,97.282242,97.107971,99.995636,100.0,99.995331,97.222794,97.141212,97.171432,97.190308,99.996445,97.148048,97.150162,97.125854,96.764633,97.265106,96.704788,96.705101,96.719215,99.993713,97.116142,99.995811,99.995377
fS64a,97.191551,97.21109,97.214752,97.154953,97.154144,97.049561,96.667435,97.172447,97.420135,97.417603,97.076523,97.179611,97.151176,97.183807,97.189941,97.152557,97.025497,96.997612,97.099655,96.718773,96.66571,97.080917,97.193909,97.201843,97.092819,97.140625,97.130272,97.55162,97.160889,97.210663,99.407997,97.160294,97.862518,97.157799,96.671448,99.400452,97.195999,97.530289,96.704414,99.430435,99.375992,97.170074,97.185013,97.17334,97.179649,97.186127,96.72438,97.226295,97.198792,96.690155,97.007324,97.160034,99.393509,96.648666,97.031952,97.20417,96.657089,96.681137,97.195946,97.193222,97.216782,97.173523,97.031189,97.074387,99.367485,97.21627,96.706512,99.389923,96.83757,96.64698,97.186584,97.19516,97.182068,96.683136,97.150528,97.162521,97.201263,99.354958,97.164566,97.13858,97.18457,97.165314,97.198341,97.158661,97.482803,97.480904,97.191772,96.750214,96.754829,97.152695,97.167343,97.162064,97.204544,97.195419,97.11425,97.600296,97.236504,99.996918,97.492371,96.688019,99.995178,97.167801,97.480553,99.534683,99.99736,97.215767,97.129898,99.994576,97.119682,97.133461,97.118919,97.390045,97.192162,97.13945,97.125717,97.146255,97.040688,97.04998,97.104858,97.060204,97.119957,97.114021,97.152634,97.195557,97.153648,97.256271,97.169144,97.120102,97.434067,99.996552,99.996017,99.996933,97.514748,99.994064,97.12487,97.184624,97.176277,97.273773,97.096985,99.996689,99.995331,100.0,97.228317,97.137337,97.169006,97.192078,99.995338,97.163879,97.163223,97.149773,96.777962,97.244858,96.664459,96.680138,96.694275,99.994713,97.147545,99.994705,99.99604
fS6a,98.201767,99.042313,99.008339,98.930878,98.980103,99.015213,96.54335,98.977402,96.988083,97.00264,98.99987,98.994446,99.442169,98.961914,98.963104,98.973526,99.025513,99.019531,99.23111,96.623825,96.583115,98.265518,98.279434,98.250786,99.360107,98.686981,98.275696,97.100563,99.401093,98.263229,97.154968,98.124573,97.074188,98.11528,96.644485,97.177185,98.255264,97.056023,96.596939,97.151306,97.151802,98.238724,98.254639,98.972076,98.271454,98.279549,96.540993,98.34594,99.111359,96.570465,98.638214,98.707855,97.180527,96.624466,99.238571,99.165619,96.635834,96.621994,99.115311,99.142654,99.140076,98.125427,99.242233,98.638756,97.134613,99.139572,96.563248,97.181969,96.736221,96.61161,98.956268,98.926086,98.117874,96.572502,98.110443,98.682465,99.442657,97.145264,98.238914,99.419266,98.995148,98.787819,99.098175,98.105057,97.056534,99.00322,98.278717,96.624374,96.614983,98.256073,98.213913,98.99057,99.110886,99.118279,98.782333,96.796234,96.806412,97.20668,98.928284,96.617821,97.209335,98.170135,97.140991,97.196243,97.148567,98.34697,99.990814,97.161659,98.164001,98.072998,98.06675,98.869141,99.992828,98.796494,98.815475,98.260651,99.031494,99.003113,98.267639,98.254555,98.238983,98.802444,98.799995,99.506287,98.138107,98.134071,98.785782,98.072144,98.910034,97.170525,97.187042,97.174706,98.985489,97.168869,98.048508,98.139984,98.113953,98.189941,98.270073,97.195557,97.222794,97.228317,100.0,98.103516,98.115356,98.135773,97.154419,98.10778,98.789215,98.097885,96.640137,98.23452,96.668533,96.662781,96.688095,97.178375,98.761726,97.175385,97.149002
fS70a,98.891754,98.445389,98.413452,98.394119,98.411163,98.149452,96.536438,98.403458,97.013062,96.998596,98.143906,98.428078,98.31279,98.402481,98.390656,98.398895,98.152878,98.126816,98.263748,96.691872,96.6698,99.004448,98.995102,98.98587,98.274994,98.256729,99.016266,97.180435,98.320801,99.030754,97.116653,99.978821,97.062233,99.947395,96.683243,97.116333,98.98101,97.157379,96.595291,97.123589,97.154053,99.030136,99.026276,98.401321,99.04213,99.032822,96.655975,99.031982,98.403633,96.651077,98.001648,98.151711,97.119041,96.640335,98.229263,98.326324,96.666458,96.626793,98.356796,98.333084,98.327484,99.965591,98.227928,98.071922,97.083626,98.415405,96.590096,97.130203,96.553284,96.626915,98.405838,98.41494,99.958122,96.600731,99.947632,98.254486,98.366188,97.075241,99.030258,98.321655,98.431885,98.308311,98.373077,98.876617,97.114037,98.067673,99.009125,96.683563,96.684944,99.038376,98.979309,98.458023,98.371613,98.384247,98.312469,96.925049,96.945816,97.129944,98.050583,96.682053,97.134605,99.00209,97.062607,97.150421,97.121696,99.030701,98.122467,97.112221,99.019554,99.988052,99.990021,98.008316,98.170273,98.289719,98.30571,99.013596,98.098953,98.133041,99.006592,98.976578,98.994705,98.293839,98.303444,98.285751,98.875031,98.946205,98.300034,99.981438,98.010841,97.114647,97.119324,97.10437,98.06633,97.1371,99.964493,98.874161,98.877602,99.024063,98.980751,97.104218,97.141212,97.137337,98.103516,100.0,98.87394,98.881905,97.123566,98.851616,98.311172,98.867813,96.708694,99.02681,96.682159,96.713837,96.709824,97.136009,98.307114,97.119942,97.122841
